date,symbols,summary
2025-06-14,COIN,"Coinbase (NASDAQ: COIN) recently joined the S&P 500, but faces pressure from tariff-induced market volatility and a 10% decline in Q1 trading volume. To diversify revenue, the company launched initiatives including a Shopify partnership for crypto payments, expanded payment infrastructure for businesses, a Bitcoin rewards credit card with American Express, and integrated DEX trading. JPMorgan analyst Kenneth B. Worthington maintains a Neutral rating with a $215 price target for December 2025."
2025-06-14,COIN,"'Coinbase Expected To Get EU Crypto License From Luxembourg, Gemini Expected To Get License In Malta, Source Says; European Regulators Disagree On System Of Approving Crypto Licenses, Sources Say' - Reuters Exclusive"
2025-06-14,COIN,"Coinbase Global Inc (NASDAQ: COIN) is listed as a sponsor of the America250 Foundation, a nonprofit organization managing logistics for a military parade in Washington D.C. on June 14, 2025, to celebrate the U.S. Army's 250th anniversary. The parade is estimated to cost between $25 million and $45 million."
2025-06-14,COIN,"The SEC appointed Jamie Selway as the new Director of the Division of Trading and Markets, effective June 17, 2025. Selway, a former board member of the Coinbase-acquired crypto analytics firm Skew, brings experience in digital assets and market structure to the agency."
2025-06-15,COIN,"This week in crypto, Coinbase became the first cryptocurrency exchange included in the S&P 500 index. The SEC appointed Jamie Selway as Director of the Division of Trading and Markets, effective June 17, 2025. Additionally, CEO Brian Armstrong predicted Bitcoin could become a reserve currency, and the company announced a new American Express-powered crypto credit card offering up to 4% Bitcoin rewards."
2025-06-16,COIN,"Over the past three months, 27 analysts have rated Coinbase Global (COIN), with 11 bullish, 4 somewhat bullish, 11 indifferent, and 1 bearish. The average 12-month price target is $256.85, down 8.73% from $281.43. As of March 31, 2025, the company reported 24.23% revenue growth, a 3.23% net margin, 0.63% ROE, 0.3% ROA, and a 0.41 debt-to-equity ratio."
2025-06-16,COIN,"Rosenblatt Maintains Buy on Coinbase Global, Maintains $300 Price Target"
2025-06-17,COIN,"Unusual options activity for Coinbase (COIN) was recorded on June 16, 2025, involving a neutral-sentiment call option sweep. The trade involved 14 contracts at a $260.00 strike price, expiring on September 19, 2025, with a total trade price of $43.8K."
2025-06-17,COIN,'Coinbase seeking US SEC approval to offer blockchain-based stocks'- Reuters
2025-06-17,COIN,China Renaissance analyst Cindy Wang initiated coverage on Coinbase Global (COIN) with a Buy rating and a price target of $353.30. Coinbase shares closed at $261.57 on the preceding Monday.
2025-06-17,COIN,Franklin Templeton executive Catriona Kellas warned that the EU's slow legislative process for crypto regulation risks falling behind the U.S. and Asia. Discussions for a 'MiCA 2' update are gaining momentum. Coinbase and Gemini are reportedly seeking licenses in Luxembourg and Malta to utilize the EU's passporting regime to access all 27 member states.
2025-06-17,COIN,"China Renaissance Initiates Coverage On Coinbase Global with Buy Rating, Announces Price Target of $353.3"
2025-06-17,COIN,"Japanese firm Metaplanet surpassed Coinbase in Bitcoin holdings after acquiring 1,112 BTC for $117.2 million, bringing its total to 10,000 BTC. Metaplanet aims to hold 210,000 BTC by 2027. Coinbase, which holds 9,267 BTC, recently became the first crypto exchange to join the S&P 500 index."
2025-06-17,COIN,"Rosenblatt analyst Chris Brendler reiterated a Buy rating on Coinbase with a $300 price target, citing a favorable political landscape and new product launches as a 'buying opportunity.' Key initiatives include a USDC payments partnership with Shopify, an American Express-powered credit card offering 4% Bitcoin rewards, and a new 'Coinbase One Basic' subscription tier."
2025-06-18,COIN,"On June 17, 2025, unusual options activity was observed for COIN. A bearish call option sweep was recorded for the $260.00 strike price expiring on June 20, 2025. A total of 225 contracts were traded across 16 trades, with a total trade price of $51.7K and a premium of $231.0 per contract. There were 8,068 open contracts at this strike prior to the session, with 3,500 contracts traded today."
2025-06-18,COIN,"Coinbase is seeking SEC approval to offer tokenized equities, a move Chief Legal Officer Paul Grewal described as a 'huge priority.' While no official request was confirmed, Grewal noted the importance of a 'no action letter' for regulatory compliance. Coinbase shares closed at $253.85 on Tuesday, down 2.95%."
2025-06-18,COIN,"The U.S. Senate passed the GENIUS Act on Tuesday in a 68-30 bipartisan vote, establishing a regulatory framework for dollar-pegged stablecoins. Coinbase CEO Brian Armstrong called it a 'big milestone,' while Treasury Secretary Scott Bessent suggested the bill could help the stablecoin market reach $3.7 trillion by the end of the decade. The bill now heads to the House of Representatives."
2025-06-18,COIN,'Coinbase Derivatives And Nodal Clear Partner In USDC Integration'
2025-06-18,COIN,Reuters Cites President Trumps Crypto Czar David Sacks Saying Stablecoin Bill Would Create Demand For U.S. Dollars
2025-06-19,COIN,"A whale alert for COIN on June 18, 2025, identified a neutral call option sweep expiring June 20, 2025. The trade involved 200 contracts at a $300.00 strike price, totaling $56.1K in premium. The activity was split across 6 trades, with 38,166 contracts traded today against 16,378 in prior open interest."
2025-06-19,COIN,'Powering the future of e-commerce: Introducing Coinbase Payments'
2025-06-19,COIN,"U.S. stocks rose Wednesday as markets awaited the Federal Reserve's policy decision. Coinbase shares surged 12% to a four-month high, while payment stocks like Visa and Mastercard declined following the Senate's passage of a stablecoin regulatory framework. Bitcoin remained steady at $104,800."
2025-06-19,COIN,Coinbase Global (COIN) shares rose 16% to $294.92 on Wednesday following the announcement of its new Coinbase Payments stablecoin payments stack.
2025-06-19,COIN,"Benzinga Market Summary: Fed Leaves Rates Unchanged, Powell Says Tariffs This Year Oil On Watch As Investors Await Iran-Israel Developments, Payments Stocks Fall On Stablecoin Updates"
2025-06-19,COIN,"Coinbase shares rose 16.1% to $294.90 on Wednesday following the launch of Coinbase Payments, a stablecoin-based infrastructure built on the Base network using USDC. The platform, which integrates with Shopify, features Stablecoin Checkout, an Ecommerce Engine API, and a Commerce Payments Protocol. The announcement follows the Senate's passage of the GENIUS Act, which now moves to the House."
2025-06-20,COIN,"Benzinga reported a bearish call option sweep for Coinbase (COIN) expiring June 20, 2025, with a $300 strike price. The trade involved 115 contracts split into 9 trades, totaling $65.5K in cost, with 63,547 contracts traded today."
2025-06-20,COIN,"'Coinbase secures EU crypto license, swaps Ireland for Luxembourg as main hub'- CNBC"
2025-06-21,COIN,"Coinbase (COIN) shares surged 27% for the week following the Senate's passage of a bill establishing a federal regulatory framework for stablecoins, which supporters believe will provide clarity and attract institutional capital."
2025-06-22,COIN,"Coinbase (COIN) was a top large-cap performer for the week of June 16-20, with shares rising 27.93% following the launch of its Coinbase Payments stablecoin stack and the acquisition of a crypto license in the EU."
2025-06-23,COIN,"Corpay (CPAY) and Mastercard (MA) shares declined 9.64% and 9.56% respectively, with reports citing pressure from Coinbase's announcement of a new stablecoin payments infrastructure as a contributing factor."
2025-06-23,COIN,"Fiserv announced partnerships with PayPal and Circle to advance stablecoin payments. Investors are advised to track Coinbase (COIN) alongside these developments, as Fiserv expands its stablecoin initiatives and plans to launch FIUSD by year-end."
2025-06-23,COIN,"Metaplanet increased its Bitcoin holdings to 11,111 BTC, surpassing Coinbase (COIN) to become the ninth-largest corporate Bitcoin holder globally. Metaplanet aims to accumulate 30,000 BTC by the end of 2025."
2025-06-23,COIN,"Benchmark Maintains Buy on Coinbase Global, Raises Price Target to $421"
2025-06-24,COIN,"Hut 8 Doubles Bitcoin-Backed Credit Facility With Coinbase To $130M, Locks In Lower 9% Fixed Rate To Fuel Growth In Digital Infrastructure"
2025-06-24,COIN,"Coinbase Global Inc. (COIN) was among the top gainers in the S&P 500 on Tuesday, rising 9.3% following the announcement of a ceasefire between Israel and Iran."
2025-06-24,COIN,"Hut 8 Corp. expanded its partnership with Coinbase Credit Inc., increasing its Bitcoin-secured credit facility from $65 million to $130 million. The new agreement locks in a fixed 9.0% interest rate and extends the maturity to July 16, 2026. COIN stock was up 1.54% to $312.32 in premarket trading on Tuesday."
2025-06-25,COIN,"Coinbase Global (NASDAQ: COIN) shares rose 12.10% to close at $344.82, with an intraday range of $311.90 to $348.97. The stock's 52-week high is $349.75 and its low is $142.58. The price increase was attributed to a rebound in Bitcoin prices and improved market risk sentiment. Benzinga's Edge Stock Rankings indicate positive short, medium, and long-term price trends for the stock."
2025-06-25,COIN,"Bernstein Maintains Outperform on Coinbase Global, Raises Price Target to $510"
2025-06-25,COIN,"JMP Securities Reiterates Market Outperform on Coinbase Global, Maintains $400 Price Target"
2025-06-25,COIN,"Benzinga's options activity scanner identified a bullish call option sweep for Coinbase (COIN). The contract expires on June 27, 2025, with a $350.00 strike price. A total of 32 contracts were traded across 17 trades, totaling $25.5K in cost, with 28,073 contracts bought and sold today."
2025-06-25,COIN,"Coinbase Global, Inc. (COIN) shares rose 9.1% to $335.50 on Tuesday, supported by a general increase in Bitcoin prices and crypto-linked stocks."
2025-06-25,COIN,"Coinbase (COIN) shares rose 11.3% to $342.48 on Tuesday, driven by a rebound in Bitcoin prices and improved market sentiment following news of a potential Israel-Iran ceasefire agreement."
2025-06-25,COIN,"Analysis of Coinbase Global (NASDAQ: COIN) options history revealed 26 unusual trades, with 50% bullish and 34% bearish sentiment. Call options dominated with $1,867,692 in value compared to $126,008 for puts. Big players are targeting a $350-$400 price range. Five analysts in the last 30 days set an average price target of $378.20. Ratings include JMP Securities (Market Outperform, $400 target), Benchmark (Buy, $421), Bernstein (Outperform, $510), Rosenblatt (Buy, $300), and Jefferies (Hold, $260). COIN is currently trading at $348.50, up 1.07%."
